record_id,date,station_name,neighborhood,hour,pickups,returns,weather,temperature_c,day_of_week,is_holiday
893,2024-08-10,Krutenau,Krutenau,14,13,13,Sunny,17.5,Saturday,No
894,2024-08-10,Place Kleber,Centre-Ville,14,9,7,Sunny,17.5,Saturday,No
895,2024-08-11,Cathedrale,Centre-Ville,14,12,7,Cloudy,19.5,Sunday,No
896,2024-08-11,Place de Haguenau,Haguenau,17,30,38,Cloudy,19.5,Sunday,No
897,2024-08-11,Porte de lHopital,Centre-Ville,12,15,14,Cloudy,19.5,Sunday,No
898,2024-08-12,Place Arnold,Contades,13,37,40,Sunny,20.9,Monday,No
899,2024-08-12,Parlement Europeen,Wacken,10,22,16,Sunny,20.9,Monday,No
900,2024-08-12,Place Kleber,Centre-Ville,13,32,36,Sunny,20.9,Monday,No
901,2024-08-13,Rue du Faubourg National,Gare,10,12,8,Partly Cloudy,19.9,Tuesday,No
902,2024-08-13,Robertsau,Robertsau,8,20,13,Partly Cloudy,19.9,Tuesday,No
903,2024-08-13,Place Kleber,Centre-Ville,18,21,23,Partly Cloudy,19.9,Tuesday,No
904,2024-08-14,Illkirch Graffenstaden,Illkirch,7,19,24,Partly Cloudy,16.9,Wednesday,No
905,2024-08-14,Porte de lHopital,Centre-Ville,19,22,25,Partly Cloudy,16.9,Wednesday,No
906,2024-08-14,Quai des Bateliers,Centre-Ville,7,8,10,Partly Cloudy,16.9,Wednesday,No
907,2024-08-14,Place Kleber,Centre-Ville,12,13,14,Partly Cloudy,16.9,Wednesday,No
908,2024-08-15,Place Arnold,Contades,17,26,20,Cloudy,20.9,Thursday,Yes
909,2024-08-15,Place de la Republique,Republique,17,28,24,Cloudy,20.9,Thursday,Yes
910,2024-08-15,Parlement Europeen,Wacken,13,24,31,Cloudy,20.9,Thursday,Yes
911,2024-08-16,Quai des Bateliers,Centre-Ville,18,50,44,Partly Cloudy,22.6,Friday,No
912,2024-08-16,Place de Bordeaux,Wacken,19,20,15,Partly Cloudy,22.6,Friday,No
913,2024-08-16,Robertsau,Robertsau,18,47,38,Partly Cloudy,22.6,Friday,No
914,2024-08-17,Schiltigheim Centre,Schiltigheim,10,12,8,Sunny,21.0,Saturday,No
915,2024-08-17,Cathedrale,Centre-Ville,17,13,11,Sunny,21.0,Saturday,No
916,2024-08-17,Cronenbourg,Cronenbourg,19,8,9,Sunny,21.0,Saturday,No
917,2024-08-17,Gare Centrale,Gare,17,29,25,Sunny,21.0,Saturday,No
918,2024-08-17,Rue du Faubourg National,Gare,7,10,9,Sunny,21.0,Saturday,No
919,2024-08-18,Lingolsheim,Lingolsheim,14,15,13,Partly Cloudy,17.9,Sunday,No
920,2024-08-18,Parc de lOrangerie,Orangerie,13,17,18,Partly Cloudy,17.9,Sunday,No
921,2024-08-18,Place de Haguenau,Haguenau,10,11,10,Partly Cloudy,17.9,Sunday,No
922,2024-08-19,Meinau,Meinau,17,14,9,Rainy,23.6,Monday,No
923,2024-08-19,Petite France,Centre-Ville,12,8,10,Rainy,23.6,Monday,No
924,2024-08-19,Lingolsheim,Lingolsheim,10,5,6,Rainy,23.6,Monday,No
925,2024-08-19,Parlement Europeen,Wacken,13,9,9,Rainy,23.6,Monday,No
926,2024-08-20,Place Broglie,Centre-Ville,7,14,15,Rainy,23.3,Tuesday,No
927,2024-08-20,Krutenau,Krutenau,12,9,9,Rainy,23.3,Tuesday,No
928,2024-08-20,Illkirch Graffenstaden,Illkirch,7,7,9,Rainy,23.3,Tuesday,No
929,2024-08-20,Quai des Bateliers,Centre-Ville,17,19,15,Rainy,23.3,Tuesday,No
930,2024-08-20,Petite France,Centre-Ville,9,27,22,Rainy,23.3,Tuesday,No
931,2024-08-21,Porte de lHopital,Centre-Ville,9,59,64,Sunny,20.0,Wednesday,No
932,2024-08-21,Petite France,Centre-Ville,13,38,30,Sunny,20.0,Wednesday,No
933,2024-08-21,Place Kleber,Centre-Ville,12,41,53,Sunny,20.0,Wednesday,No
934,2024-08-22,Porte de lHopital,Centre-Ville,18,44,42,Cloudy,23.5,Thursday,No
935,2024-08-22,Neudorf Marche,Neudorf,17,60,61,Cloudy,23.5,Thursday,No
936,2024-08-22,Place Kleber,Centre-Ville,17,63,52,Cloudy,23.5,Thursday,No
937,2024-08-22,Hopital Civil,Centre-Ville,18,72,46,Cloudy,23.5,Thursday,No
938,2024-08-22,Place de Bordeaux,Wacken,9,56,62,Cloudy,23.5,Thursday,No
939,2024-08-23,Campus Esplanade,Esplanade,9,36,42,Sunny,18.7,Friday,No
940,2024-08-23,Porte de lHopital,Centre-Ville,12,19,25,Sunny,18.7,Friday,No
941,2024-08-23,Meinau,Meinau,8,74,76,Sunny,18.7,Friday,No
942,2024-08-23,Robertsau,Robertsau,17,23,31,Sunny,18.7,Friday,No
943,2024-08-23,Parc de lOrangerie,Orangerie,9,22,20,Sunny,18.7,Friday,No
944,2024-08-24,Place Broglie,Centre-Ville,12,22,14,Sunny,24.1,Saturday,No
945,2024-08-24,Place de Haguenau,Haguenau,18,25,23,Sunny,24.1,Saturday,No
946,2024-08-24,Lingolsheim,Lingolsheim,18,8,5,Sunny,24.1,Saturday,No
947,2024-08-24,Illkirch Graffenstaden,Illkirch,10,11,14,Sunny,24.1,Saturday,No
948,2024-08-24,Place de la Republique,Republique,13,18,17,Sunny,24.1,Saturday,No
949,2024-08-25,Cronenbourg,Cronenbourg,9,33,36,Partly Cloudy,19.7,Sunday,No
950,2024-08-25,Hopital Civil,Centre-Ville,9,45,55,Partly Cloudy,19.7,Sunday,No
951,2024-08-25,Schiltigheim Centre,Schiltigheim,12,12,11,Partly Cloudy,19.7,Sunday,No
952,2024-08-25,Parc de lOrangerie,Orangerie,12,11,10,Partly Cloudy,19.7,Sunday,No
953,2024-08-25,Porte de lHopital,Centre-Ville,18,20,25,Partly Cloudy,19.7,Sunday,No
954,2024-08-26,Petite France,Centre-Ville,7,11,7,Rainy,21.6,Monday,No
955,2024-08-26,Porte de lHopital,Centre-Ville,13,18,22,Rainy,21.6,Monday,No
956,2024-08-26,Neudorf Marche,Neudorf,17,27,33,Rainy,21.6,Monday,No
957,2024-08-26,Hopital Civil,Centre-Ville,10,9,8,Rainy,21.6,Monday,No
958,2024-08-27,Place Broglie,Centre-Ville,10,27,32,Sunny,20.8,Tuesday,No
959,2024-08-27,Meinau,Meinau,8,56,62,Sunny,20.8,Tuesday,No
960,2024-08-27,Quai des Bateliers,Centre-Ville,14,32,26,Sunny,20.8,Tuesday,No
961,2024-08-27,Parlement Europeen,Wacken,10,14,18,Sunny,20.8,Tuesday,No
962,2024-08-28,Quai des Bateliers,Centre-Ville,19,3,2,Rainy,23.0,Wednesday,No
963,2024-08-28,Place de Bordeaux,Wacken,14,8,9,Rainy,23.0,Wednesday,No
964,2024-08-28,Robertsau,Robertsau,8,27,34,Rainy,23.0,Wednesday,No
965,2024-08-28,Campus Esplanade,Esplanade,19,3,2,Rainy,23.0,Wednesday,No
966,2024-08-29,Quai des Bateliers,Centre-Ville,10,9,7,Rainy,20.3,Thursday,No
967,2024-08-29,Porte de lHopital,Centre-Ville,8,24,14,Rainy,20.3,Thursday,No
968,2024-08-29,Place Broglie,Centre-Ville,19,10,9,Rainy,20.3,Thursday,No
969,2024-08-29,Petite France,Centre-Ville,7,7,5,Rainy,20.3,Thursday,No
970,2024-08-29,Cronenbourg,Cronenbourg,8,19,14,Rainy,20.3,Thursday,No
971,2024-08-30,Krutenau,Krutenau,19,16,18,Sunny,22.3,Friday,No
972,2024-08-30,Porte de lHopital,Centre-Ville,18,73,70,Sunny,22.3,Friday,No
973,2024-08-30,Neudorf Marche,Neudorf,12,25,31,Sunny,22.3,Friday,No
974,2024-08-30,Illkirch Graffenstaden,Illkirch,8,53,39,Sunny,22.3,Friday,No
975,2024-08-30,Quai des Bateliers,Centre-Ville,8,64,86,Sunny,22.3,Friday,No
976,2024-08-31,Parc de lOrangerie,Orangerie,8,31,37,Cloudy,22.8,Saturday,No
977,2024-08-31,Cronenbourg,Cronenbourg,18,21,19,Cloudy,22.8,Saturday,No
978,2024-08-31,Meinau,Meinau,18,25,34,Cloudy,22.8,Saturday,No
979,2024-08-31,Place Broglie,Centre-Ville,9,47,61,Cloudy,22.8,Saturday,No
980,2024-09-01,Place Kleber,Centre-Ville,17,32,38,Sunny,16.4,Sunday,No
981,2024-09-01,Campus Esplanade,Esplanade,13,14,17,Sunny,16.4,Sunday,No
982,2024-09-01,Parc de lOrangerie,Orangerie,10,8,6,Sunny,16.4,Sunday,No
983,2024-09-01,Cathedrale,Centre-Ville,7,13,9,Sunny,16.4,Sunday,No
984,2024-09-01,Porte de lHopital,Centre-Ville,18,15,12,Sunny,16.4,Sunday,No
985,2024-09-02,Neudorf Marche,Neudorf,8,50,57,Partly Cloudy,14.2,Monday,No
986,2024-09-02,Rue du Faubourg National,Gare,7,14,15,Partly Cloudy,14.2,Monday,No
987,2024-09-02,Porte de lHopital,Centre-Ville,7,24,24,Partly Cloudy,14.2,Monday,No
988,2024-09-02,Place Broglie,Centre-Ville,14,22,29,Partly Cloudy,14.2,Monday,No
989,2024-09-02,Illkirch Graffenstaden,Illkirch,18,25,16,Partly Cloudy,14.2,Monday,No
990,2024-09-03,Neudorf Marche,Neudorf,7,10,6,Sunny,14.4,Tuesday,No
991,2024-09-03,Krutenau,Krutenau,9,26,32,Sunny,14.4,Tuesday,No
992,2024-09-03,Cathedrale,Centre-Ville,7,13,8,Sunny,14.4,Tuesday,No
993,2024-09-03,Illkirch Graffenstaden,Illkirch,9,27,29,Sunny,14.4,Tuesday,No
994,2024-09-04,Gare Centrale,Gare,13,19,13,Sunny,14.9,Wednesday,No
995,2024-09-04,Place Arnold,Contades,8,29,18,Sunny,14.9,Wednesday,No
996,2024-09-04,Petite France,Centre-Ville,12,32,41,Sunny,14.9,Wednesday,No
997,2024-09-05,Cathedrale,Centre-Ville,7,25,23,Partly Cloudy,20.2,Thursday,No
998,2024-09-05,Parlement Europeen,Wacken,13,19,12,Partly Cloudy,20.2,Thursday,No
999,2024-09-05,Krutenau,Krutenau,7,12,16,Partly Cloudy,20.2,Thursday,No
1000,2024-09-05,Campus Esplanade,Esplanade,19,16,18,Partly Cloudy,20.2,Thursday,No
1001,2024-09-06,Rue du Faubourg National,Gare,17,15,17,Rainy,17.0,Friday,No
1002,2024-09-06,Meinau,Meinau,9,23,20,Rainy,17.0,Friday,No
1003,2024-09-06,Petite France,Centre-Ville,17,24,14,Rainy,17.0,Friday,No
1004,2024-09-06,Illkirch Graffenstaden,Illkirch,10,5,4,Rainy,17.0,Friday,No
1005,2024-09-06,Cathedrale,Centre-Ville,18,20,19,Rainy,17.0,Friday,No
1006,2024-09-07,Hopital Civil,Centre-Ville,13,4,3,Snowy,20.0,Saturday,No
1007,2024-09-07,Lingolsheim,Lingolsheim,10,2,2,Snowy,20.0,Saturday,No
1008,2024-09-07,Place de la Republique,Republique,14,1,1,Snowy,20.0,Saturday,No
1009,2024-09-07,Meinau,Meinau,12,2,1,Snowy,20.0,Saturday,No
1010,2024-09-07,Petite France,Centre-Ville,19,1,1,Snowy,20.0,Saturday,No
1011,2024-09-08,Hopital Civil,Centre-Ville,12,6,6,Rainy,19.2,Sunday,No
1012,2024-09-08,Place de la Republique,Republique,17,8,10,Rainy,19.2,Sunday,No
1013,2024-09-08,Gare Centrale,Gare,17,5,6,Rainy,19.2,Sunday,No
1014,2024-09-09,Krutenau,Krutenau,14,18,23,Cloudy,16.1,Monday,No
1015,2024-09-09,Cathedrale,Centre-Ville,10,22,28,Cloudy,16.1,Monday,No
1016,2024-09-09,Place de Haguenau,Haguenau,13,19,18,Cloudy,16.1,Monday,No
1017,2024-09-09,Lingolsheim,Lingolsheim,14,19,20,Cloudy,16.1,Monday,No
1018,2024-09-09,Campus Esplanade,Esplanade,18,30,23,Cloudy,16.1,Monday,No
1019,2024-09-10,Hopital Civil,Centre-Ville,8,42,53,Cloudy,16.7,Tuesday,No
1020,2024-09-10,Lingolsheim,Lingolsheim,9,28,18,Cloudy,16.7,Tuesday,No
1021,2024-09-10,Illkirch Graffenstaden,Illkirch,7,22,24,Cloudy,16.7,Tuesday,No
1022,2024-09-10,Parlement Europeen,Wacken,8,59,52,Cloudy,16.7,Tuesday,No
1023,2024-09-11,Place Arnold,Contades,14,11,13,Cloudy,16.4,Wednesday,No
1024,2024-09-11,Place Broglie,Centre-Ville,7,11,9,Cloudy,16.4,Wednesday,No
1025,2024-09-11,Neudorf Marche,Neudorf,14,11,8,Cloudy,16.4,Wednesday,No
1026,2024-09-12,Campus Esplanade,Esplanade,10,16,22,Sunny,16.4,Thursday,No
1027,2024-09-12,Place de Haguenau,Haguenau,10,15,9,Sunny,16.4,Thursday,No
1028,2024-09-12,Gare Centrale,Gare,8,27,28,Sunny,16.4,Thursday,No
1029,2024-09-12,Meinau,Meinau,13,32,32,Sunny,16.4,Thursday,No
1030,2024-09-12,Krutenau,Krutenau,18,27,19,Sunny,16.4,Thursday,No
1031,2024-09-13,Campus Esplanade,Esplanade,10,18,23,Cloudy,13.7,Friday,No
1032,2024-09-13,Quai des Bateliers,Centre-Ville,9,48,43,Cloudy,13.7,Friday,No
1033,2024-09-13,Gare Centrale,Gare,10,13,11,Cloudy,13.7,Friday,No
1034,2024-09-14,Meinau,Meinau,9,8,9,Rainy,15.9,Saturday,No
1035,2024-09-14,Petite France,Centre-Ville,19,6,6,Rainy,15.9,Saturday,No
1036,2024-09-14,Place Kleber,Centre-Ville,19,5,3,Rainy,15.9,Saturday,No
1037,2024-09-15,Meinau,Meinau,14,3,2,Rainy,23.1,Sunday,No
1038,2024-09-15,Place Broglie,Centre-Ville,18,10,7,Rainy,23.1,Sunday,No
1039,2024-09-15,Lingolsheim,Lingolsheim,18,10,11,Rainy,23.1,Sunday,No
1040,2024-09-15,Place de Haguenau,Haguenau,10,3,3,Rainy,23.1,Sunday,No
1041,2024-09-16,Schiltigheim Centre,Schiltigheim,10,9,7,Rainy,11.6,Monday,No
1042,2024-09-16,Parc de lOrangerie,Orangerie,19,3,3,Rainy,11.6,Monday,No
1043,2024-09-16,Cathedrale,Centre-Ville,10,10,11,Rainy,11.6,Monday,No
1044,2024-09-16,Hopital Civil,Centre-Ville,14,11,6,Rainy,11.6,Monday,No
1045,2024-09-17,Lingolsheim,Lingolsheim,9,33,35,Sunny,18.9,Tuesday,No
1046,2024-09-17,Parlement Europeen,Wacken,10,13,12,Sunny,18.9,Tuesday,No
1047,2024-09-17,Neudorf Marche,Neudorf,14,17,10,Sunny,18.9,Tuesday,No
1048,2024-09-17,Petite France,Centre-Ville,7,21,25,Sunny,18.9,Tuesday,No
1049,2024-09-18,Gare Centrale,Gare,13,10,6,Rainy,16.8,Wednesday,No
1050,2024-09-18,Parc de lOrangerie,Orangerie,19,3,2,Rainy,16.8,Wednesday,No
1051,2024-09-18,Neudorf Marche,Neudorf,19,7,4,Rainy,16.8,Wednesday,No
1052,2024-09-19,Quai des Bateliers,Centre-Ville,8,42,33,Cloudy,14.0,Thursday,No
1053,2024-09-19,Rue du Faubourg National,Gare,9,29,39,Cloudy,14.0,Thursday,No
1054,2024-09-19,Place Kleber,Centre-Ville,13,19,18,Cloudy,14.0,Thursday,No
1055,2024-09-19,Parlement Europeen,Wacken,7,9,11,Cloudy,14.0,Thursday,No
1056,2024-09-19,Meinau,Meinau,19,14,15,Cloudy,14.0,Thursday,No
1057,2024-09-20,Meinau,Meinau,13,4,3,Sunny,15.0,Friday,No
1058,2024-09-20,Lingolsheim,Lingolsheim,13,30,40,Sunny,15.0,Friday,No
1059,2024-09-20,Petite France,Centre-Ville,19,14,18,Sunny,15.0,Friday,No
1060,2024-09-20,Cathedrale,Centre-Ville,18,43,41,Sunny,15.0,Friday,No
1061,2024-09-21,Porte de lHopital,Centre-Ville,12,6,6,Rainy,16.5,Saturday,No
1062,2024-09-21,Cathedrale,Centre-Ville,8,16,15,Rainy,16.5,Saturday,No
1063,2024-09-21,Robertsau,Robertsau,12,5,5,Rainy,16.5,Saturday,No
1064,2024-09-21,Place Arnold,Contades,19,3,3,Rainy,16.5,Saturday,No
1065,2024-09-22,Petite France,Centre-Ville,8,31,38,Cloudy,9.6,Sunday,No
1066,2024-09-22,Cathedrale,Centre-Ville,13,28,31,Cloudy,9.6,Sunday,No
1067,2024-09-22,Place de la Republique,Republique,12,5,6,Cloudy,9.6,Sunday,No
1068,2024-09-23,Rue du Faubourg National,Gare,19,1,1,Snowy,19.0,Monday,No
1069,2024-09-23,Schiltigheim Centre,Schiltigheim,9,7,8,Snowy,19.0,Monday,No
1070,2024-09-23,Cronenbourg,Cronenbourg,13,2,2,Snowy,19.0,Monday,No
1071,2024-09-23,Gare Centrale,Gare,18,11,15,Snowy,19.0,Monday,No
1072,2024-09-24,Rue du Faubourg National,Gare,7,4,5,Cloudy,19.5,Tuesday,No
1073,2024-09-24,Illkirch Graffenstaden,Illkirch,12,12,11,Cloudy,19.5,Tuesday,No
1074,2024-09-24,Place de Bordeaux,Wacken,14,14,16,Cloudy,19.5,Tuesday,No
1075,2024-09-24,Parc de lOrangerie,Orangerie,7,24,23,Cloudy,19.5,Tuesday,No
1076,2024-09-25,Neudorf Marche,Neudorf,17,20,27,Partly Cloudy,19.8,Wednesday,No
1077,2024-09-25,Parlement Europeen,Wacken,17,25,22,Partly Cloudy,19.8,Wednesday,No
1078,2024-09-25,Porte de lHopital,Centre-Ville,7,17,16,Partly Cloudy,19.8,Wednesday,No
1079,2024-09-25,Campus Esplanade,Esplanade,12,26,35,Partly Cloudy,19.8,Wednesday,No
1080,2024-09-25,Rue du Faubourg National,Gare,18,22,13,Partly Cloudy,19.8,Wednesday,No
1081,2024-09-26,Hopital Civil,Centre-Ville,8,65,46,Partly Cloudy,18.0,Thursday,No
1082,2024-09-26,Place de Bordeaux,Wacken,14,12,10,Partly Cloudy,18.0,Thursday,No
1083,2024-09-26,Place Arnold,Contades,13,26,23,Partly Cloudy,18.0,Thursday,No
1084,2024-09-26,Cathedrale,Centre-Ville,13,33,39,Partly Cloudy,18.0,Thursday,No
1085,2024-09-26,Place Broglie,Centre-Ville,18,65,78,Partly Cloudy,18.0,Thursday,No
1086,2024-09-27,Cathedrale,Centre-Ville,13,25,28,Sunny,12.3,Friday,No
1087,2024-09-27,Place Broglie,Centre-Ville,17,29,24,Sunny,12.3,Friday,No
1088,2024-09-27,Place de Bordeaux,Wacken,13,22,26,Sunny,12.3,Friday,No
1089,2024-09-27,Place Arnold,Contades,8,44,28,Sunny,12.3,Friday,No
1090,2024-09-27,Place Kleber,Centre-Ville,10,24,16,Sunny,12.3,Friday,No
1091,2024-09-28,Place de Haguenau,Haguenau,19,15,16,Sunny,15.6,Saturday,No
1092,2024-09-28,Place de la Republique,Republique,7,12,14,Sunny,15.6,Saturday,No
1093,2024-09-28,Petite France,Centre-Ville,14,16,16,Sunny,15.6,Saturday,No
1094,2024-09-28,Hopital Civil,Centre-Ville,9,33,34,Sunny,15.6,Saturday,No
1095,2024-09-28,Place Arnold,Contades,14,6,4,Sunny,15.6,Saturday,No
1096,2024-09-29,Illkirch Graffenstaden,Illkirch,19,3,4,Snowy,22.1,Sunday,No
1097,2024-09-29,Quai des Bateliers,Centre-Ville,14,0,0,Snowy,22.1,Sunday,No
1098,2024-09-29,Parlement Europeen,Wacken,18,3,4,Snowy,22.1,Sunday,No
1099,2024-09-30,Place Broglie,Centre-Ville,8,40,53,Cloudy,18.4,Monday,No
1100,2024-09-30,Parlement Europeen,Wacken,13,16,20,Cloudy,18.4,Monday,No
1101,2024-09-30,Parc de lOrangerie,Orangerie,14,15,13,Cloudy,18.4,Monday,No
1102,2024-09-30,Porte de lHopital,Centre-Ville,7,33,26,Cloudy,18.4,Monday,No
1103,2024-09-30,Place de Haguenau,Haguenau,17,44,60,Cloudy,18.4,Monday,No
1104,2024-10-01,Lingolsheim,Lingolsheim,9,13,11,Rainy,9.0,Tuesday,No
1105,2024-10-01,Parlement Europeen,Wacken,17,17,11,Rainy,9.0,Tuesday,No
1106,2024-10-01,Rue du Faubourg National,Gare,9,16,14,Rainy,9.0,Tuesday,No
1107,2024-10-01,Place de la Republique,Republique,14,7,5,Rainy,9.0,Tuesday,No
1108,2024-10-01,Place de Haguenau,Haguenau,12,5,3,Rainy,9.0,Tuesday,No
1109,2024-10-02,Hopital Civil,Centre-Ville,8,18,15,Rainy,10.8,Wednesday,No
1110,2024-10-02,Rue du Faubourg National,Gare,19,7,4,Rainy,10.8,Wednesday,No
1111,2024-10-02,Place Kleber,Centre-Ville,8,8,5,Rainy,10.8,Wednesday,No
1112,2024-10-03,Parc de lOrangerie,Orangerie,14,2,2,Snowy,10.2,Thursday,No
1113,2024-10-03,Porte de lHopital,Centre-Ville,10,5,4,Snowy,10.2,Thursday,No
1114,2024-10-03,Hopital Civil,Centre-Ville,13,5,3,Snowy,10.2,Thursday,No
1115,2024-10-03,Cathedrale,Centre-Ville,18,8,9,Snowy,10.2,Thursday,No
1116,2024-10-03,Krutenau,Krutenau,18,6,5,Snowy,10.2,Thursday,No
1117,2024-10-04,Quai des Bateliers,Centre-Ville,13,34,21,Sunny,9.3,Friday,No
1118,2024-10-04,Place de Bordeaux,Wacken,14,12,10,Sunny,9.3,Friday,No
1119,2024-10-04,Rue du Faubourg National,Gare,19,14,17,Sunny,9.3,Friday,No
1120,2024-10-05,Place de Bordeaux,Wacken,17,30,19,Cloudy,10.5,Saturday,No
1121,2024-10-05,Cronenbourg,Cronenbourg,8,25,29,Cloudy,10.5,Saturday,No
1122,2024-10-05,Petite France,Centre-Ville,10,8,8,Cloudy,10.5,Saturday,No
1123,2024-10-05,Parc de lOrangerie,Orangerie,18,17,15,Cloudy,10.5,Saturday,No
1124,2024-10-06,Place de Haguenau,Haguenau,17,12,16,Partly Cloudy,15.1,Sunday,No
1125,2024-10-06,Parc de lOrangerie,Orangerie,13,8,7,Partly Cloudy,15.1,Sunday,No
1126,2024-10-06,Parlement Europeen,Wacken,17,23,20,Partly Cloudy,15.1,Sunday,No
1127,2024-10-07,Robertsau,Robertsau,19,5,3,Rainy,10.4,Monday,No
1128,2024-10-07,Place de Haguenau,Haguenau,13,10,8,Rainy,10.4,Monday,No
1129,2024-10-07,Petite France,Centre-Ville,9,22,21,Rainy,10.4,Monday,No
1130,2024-10-07,Place de la Republique,Republique,18,16,16,Rainy,10.4,Monday,No
1131,2024-10-08,Place Broglie,Centre-Ville,17,47,38,Partly Cloudy,8.5,Tuesday,No
1132,2024-10-08,Parc de lOrangerie,Orangerie,7,10,6,Partly Cloudy,8.5,Tuesday,No
1133,2024-10-08,Porte de lHopital,Centre-Ville,12,24,32,Partly Cloudy,8.5,Tuesday,No
1134,2024-10-08,Parlement Europeen,Wacken,19,9,12,Partly Cloudy,8.5,Tuesday,No
1135,2024-10-08,Cronenbourg,Cronenbourg,7,10,12,Partly Cloudy,8.5,Tuesday,No
1136,2024-10-09,Place Broglie,Centre-Ville,19,26,24,Sunny,7.1,Wednesday,No
1137,2024-10-09,Place Arnold,Contades,8,36,42,Sunny,7.1,Wednesday,No
1138,2024-10-09,Gare Centrale,Gare,18,37,49,Sunny,7.1,Wednesday,No
1139,2024-10-09,Hopital Civil,Centre-Ville,9,56,51,Sunny,7.1,Wednesday,No
1140,2024-10-09,Meinau,Meinau,12,18,14,Sunny,7.1,Wednesday,No
1141,2024-10-10,Campus Esplanade,Esplanade,7,16,18,Sunny,9.9,Thursday,No
1142,2024-10-10,Place de Bordeaux,Wacken,19,8,10,Sunny,9.9,Thursday,No
1143,2024-10-10,Parc de lOrangerie,Orangerie,13,24,16,Sunny,9.9,Thursday,No
1144,2024-10-10,Meinau,Meinau,14,22,24,Sunny,9.9,Thursday,No
1145,2024-10-11,Hopital Civil,Centre-Ville,8,27,29,Partly Cloudy,9.8,Friday,No
1146,2024-10-11,Parc de lOrangerie,Orangerie,18,27,30,Partly Cloudy,9.8,Friday,No
1147,2024-10-11,Lingolsheim,Lingolsheim,10,9,7,Partly Cloudy,9.8,Friday,No
1148,2024-10-11,Petite France,Centre-Ville,7,13,18,Partly Cloudy,9.8,Friday,No
1149,2024-10-12,Rue du Faubourg National,Gare,7,12,12,Partly Cloudy,4.4,Saturday,No
1150,2024-10-12,Petite France,Centre-Ville,17,25,21,Partly Cloudy,4.4,Saturday,No
1151,2024-10-12,Lingolsheim,Lingolsheim,19,10,9,Partly Cloudy,4.4,Saturday,No
1152,2024-10-12,Porte de lHopital,Centre-Ville,13,13,15,Partly Cloudy,4.4,Saturday,No
1153,2024-10-13,Illkirch Graffenstaden,Illkirch,10,14,10,Cloudy,16.8,Sunday,No
1154,2024-10-13,Place de Haguenau,Haguenau,14,6,5,Cloudy,16.8,Sunday,No
1155,2024-10-13,Cathedrale,Centre-Ville,14,12,13,Cloudy,16.8,Sunday,No
1156,2024-10-13,Campus Esplanade,Esplanade,8,25,21,Cloudy,16.8,Sunday,No
1157,2024-10-14,Parc de lOrangerie,Orangerie,7,3,2,Rainy,10.8,Monday,No
1158,2024-10-14,Porte de lHopital,Centre-Ville,14,9,6,Rainy,10.8,Monday,No
1159,2024-10-14,Illkirch Graffenstaden,Illkirch,8,14,18,Rainy,10.8,Monday,No
1160,2024-10-15,Rue du Faubourg National,Gare,18,21,27,Sunny,15.8,Tuesday,No
1161,2024-10-15,Cathedrale,Centre-Ville,17,50,31,Sunny,15.8,Tuesday,No
1162,2024-10-15,Parlement Europeen,Wacken,10,10,13,Sunny,15.8,Tuesday,No
1163,2024-10-15,Neudorf Marche,Neudorf,12,33,43,Sunny,15.8,Tuesday,No
1164,2024-10-15,Place Kleber,Centre-Ville,8,49,52,Sunny,15.8,Tuesday,No
1165,2024-10-16,Schiltigheim Centre,Schiltigheim,9,29,35,Cloudy,8.2,Wednesday,No
1166,2024-10-16,Petite France,Centre-Ville,9,71,96,Cloudy,8.2,Wednesday,No
1167,2024-10-16,Cathedrale,Centre-Ville,12,28,28,Cloudy,8.2,Wednesday,No
1168,2024-10-17,Place Arnold,Contades,19,12,8,Partly Cloudy,8.8,Thursday,No
1169,2024-10-17,Krutenau,Krutenau,18,64,39,Partly Cloudy,8.8,Thursday,No
1170,2024-10-17,Gare Centrale,Gare,8,33,34,Partly Cloudy,8.8,Thursday,No
1171,2024-10-17,Petite France,Centre-Ville,13,45,54,Partly Cloudy,8.8,Thursday,No
1172,2024-10-17,Schiltigheim Centre,Schiltigheim,10,19,18,Partly Cloudy,8.8,Thursday,No
1173,2024-10-18,Place de Bordeaux,Wacken,10,15,20,Sunny,11.4,Friday,No
1174,2024-10-18,Place Broglie,Centre-Ville,7,17,17,Sunny,11.4,Friday,No
1175,2024-10-18,Rue du Faubourg National,Gare,17,31,42,Sunny,11.4,Friday,No
1176,2024-10-19,Place de Haguenau,Haguenau,14,9,9,Cloudy,16.4,Saturday,No
1177,2024-10-19,Schiltigheim Centre,Schiltigheim,9,28,31,Cloudy,16.4,Saturday,No
1178,2024-10-19,Place de Bordeaux,Wacken,17,11,12,Cloudy,16.4,Saturday,No
1179,2024-10-19,Hopital Civil,Centre-Ville,14,5,4,Cloudy,16.4,Saturday,No
1180,2024-10-20,Robertsau,Robertsau,14,3,4,Rainy,10.0,Sunday,No
1181,2024-10-20,Neudorf Marche,Neudorf,12,5,5,Rainy,10.0,Sunday,No
1182,2024-10-20,Rue du Faubourg National,Gare,10,1,0,Rainy,10.0,Sunday,No
1183,2024-10-20,Krutenau,Krutenau,14,0,0,Rainy,10.0,Sunday,No
1184,2024-10-21,Schiltigheim Centre,Schiltigheim,17,13,11,Cloudy,12.9,Monday,No
1185,2024-10-21,Campus Esplanade,Esplanade,14,11,12,Cloudy,12.9,Monday,No
